startup_id;startup_name;date_incorporated;register_identification_number;register;startup_location;startup_industry;startup_website;LinkedIn;;
startup_8139;Trinity.Town GmbH;2019-05-09;HRB 769332;Stuttgart;Stuttgart;Sport;https://trinity.town;;8139;
startup_8140;wayvs GmbH;2019-05-09;HRB 206545 B;Charlottenburg (Berlin);Berlin;Software;https://www.wayvs.app/;https://www.linkedin.com/company/wayvs-app/;8140;
startup_8141;Wendeware AG;2019-05-09;HRB 32709;Kaiserslautern;Kaiserslautern;Energie;https://www.mypowergrid.de/;https://www.linkedin.com/in/jochen-marwede-7b30451/;8141;
startup_8142;WHOLSTC GmbH;2019-05-09;HRB 29855;Wuppertal;Erkrath;eCommerce;https://thegirlwho.com/;;8142;
startup_8143;Airfarm GmbH;2019-05-08;HRB 206446 B;Charlottenburg (Berlin);Berlin;Landwirtschaft;https://airfarm.io;https://www.linkedin.com/company/airfarm/;8143;
startup_8144;Appointrix GmbH;2019-05-08;HRB 733355;Mannheim;Karlsruhe;Software;https://appointrix.de/;https://www.linkedin.com/company/appointrix/;8144;
startup_8145;Beagle Systems GmbH;2019-05-08;HRB 156993;Hamburg;Hamburg;Logistik;https://www.beaglesystems.com/;https://www.linkedin.com/company/beagle-systems/;8145;
startup_8146;Dealsfortwo GmbH;2019-05-08;HRB 34519 HB;Bremen;Bremen;Dienstleistung;https://www.dealsfortwo.de/;;8146;
startup_8147;Echometer GmbH;2019-05-08;HRB 17951;Münster;Münster;Personal;https://echometer.de/;https://www.linkedin.com/company/echometer/;8147;
startup_8148;elbWalker GmbH;2019-05-08;HRB 156985;Hamburg;Hamburg;Werbung;https://www.elbwalker.com/;;8148;
startup_8149;Feelbelt GmbH;2019-05-08;HRB 32445 P;Potsdam;Potsdam;Hardware;https://www.feelbelt.de;https://www.linkedin.com/company/feelbelt/;8149;
startup_8150;GoContract UG (haftungsbeschränkt);2019-05-08;HRB 26775;Koblenz;Koblenz;Rechtsberatung;https://go-contract.com/;;8150;
startup_8151;Hekate GmbH;2019-05-08;HRB 206416 B;Charlottenburg (Berlin);Berlin;Gaming;http://www.ad-infinitum-game.com/;;8151;
startup_8152;Libre Solar Technologies GmbH;2019-05-08;HRB 156977;Hamburg;Hamburg;Energie;https://libre.solar/;;8152;
startup_8153;Natif.ai GmbH;2019-05-08;HRB 105477;Saarbrücken;Saarbrücken;Software;https://natif.ai/;https://www.linkedin.com/company/natif-ai/;8153;
startup_8154;Nyurobeat UG (haftungsbeschräntkt);2019-05-08;HRB 32459 P;Potsdam;Potsdam;Hardware;http://nyurobeat.com;;8154;
startup_8155;plusmeta GmbH;2019-05-08;HRB 733357;Mannheim;Karlsruhe;Industrie;https://www.plusmeta.de/;https://www.linkedin.com/company/plusmeta/;8155;
startup_8156;qCoat GmbH;2019-05-08;HRB 36220;Leipzig;Leipzig;Industrie;http://qcoat.de/;https://www.linkedin.com/company/qcoat-gmbh/;8156;
startup_8157;AckerCompany GmbH;2019-05-07;HRB 206376 B;Charlottenburg (Berlin);Berlin;Landwirtschaft;https://ackerpause.de/;https://www.linkedin.com/company/ackerpause/;8157;
startup_8158;alphazoo AG;2019-05-07;HRB 30885;Dortmund;Dortmund;Lebensmittel;https://alphazoo.de/;https://www.linkedin.com/company/alphazoo/;8158;
startup_8159;Eisblock GmbH;2019-05-07;HRB 248611;München;München;Lebensmittel;;;8159;
startup_8160;flair.hr GmbH;2019-05-07;HRB 248644;München;München;Personal;https://flair.hr;https://www.linkedin.com/company/flair-hr/;8160;
startup_8161;flurfunk GmbH;2019-05-07;HRB 99034;Darmstadt;Darmstadt;Personal;https://www.flurfunk.one/;;8161;
startup_8162;Glosus GmbH;2019-05-07;HRB 248645;München;München;Software;https://glosus.com;;8162;
startup_8163;GoEcho Engineering GmbH;2019-05-07;HRB 9132;Ingolstadt;Gaimersheim;Sport;https://www.goecho.de/;;8163;
startup_8164;GoXtrip GmbH;2019-05-07;HRB 248643;München;München;Tourismus;https://goxtrip.com/;;8164;
startup_8165;JetCrypto GmbH;2019-05-07;HRB 51752;Offenbach am Main;Offenbach am Main;Blockchain / Crypto;;;8165;
startup_8166;LB.systems GmbH;2019-05-07;HRB 207806;Braunschweig;Braunschweig;Energie;https://lb.systems;;8166;
startup_8167;LivingPackets Deutschland AG;2019-05-07;HRB 206392 B;Charlottenburg (Berlin);Berlin;Logistik;https://www.livingpackets.com;;8167;
startup_8168;Mergerspot UG (haftungsbeschränkt);2019-05-07;HRB 248615;München;München;Finanzbereich;http://mergerspot.de;;8168;
startup_8169;Mojo Labs UG (haftungsbeschränkt);2019-05-07;HRB 2934;Bad Hersfeld;Bad Hersfeld;Bildung;https://www.mojochat.net/;https://www.linkedin.com/company/advancityusa/;8169;
startup_8170;Nuzzera GmbH;2019-05-07;HRB 206389 B;Charlottenburg (Berlin);Berlin;Software;https://www.nuzzera.de/;;8170;
startup_8171;SAIL - Silpion Analytical Intelligence Laboratory GmbH;2019-05-07;HRB 156974;Hamburg;Hamburg;Software;https://www.silpion.de/;;8171;
startup_8172;Sanity Group GmbH;2019-05-07;HRB 206368 B;Charlottenburg (Berlin);Berlin;Medizin;https://sanitygroup.com/;https://www.linkedin.com/company/sanitygroup/;8172;
startup_8173;Teburio UG (haftungsbeschränkt);2019-05-07;HRB 13954;Paderborn;Paderborn;Lebensmittel;https://teburio.de;;8173;
startup_8174;ARXUM GmbH;2019-05-06;HRB 32736;Kaiserslautern;Kaiserslautern;Industrie;https://arxum.com/;https://www.linkedin.com/company/arxum/;8174;
startup_8175;Bolle Software UG (haftungsbeschränkt);2019-05-06;HRB 206327 B;Charlottenburg (Berlin);Berlin;Bildung;https://bolle-software.de/;;8175;
startup_8176;Frisch Gefischt - Fisch-und Meeresfrüchtehandel GmbH;2019-05-06;HRB 156929;Hamburg;Hamburg;Lebensmittel;https://frischgefischt.de/;https://www.linkedin.com/company/frisch-gefischt/;8176;
startup_8177;House of Crops unamera GmbH;2019-05-06;HRB 205838 B;Charlottenburg (Berlin);Berlin;Landwirtschaft;https://houseofcrops.de/;https://www.linkedin.com/company/house-of-crops-gmbh/;8177;
startup_8178;hsi.technology GmbH;2019-05-06;HRB 769267;Stuttgart;Reutlingen;Hardware;;;8178;
startup_8179;Midiaid UG (haftungsbeschränkt);2019-05-06;HRB 769279;Stuttgart;Weinstadt;Medizin;https://midiaid.de/;https://www.linkedin.com/company/midiaid/;8179;
startup_8180;Parknotruf GmbH;2019-05-06;HRB 23212 KI;Kiel;Kiel;Dienstleistung;https://www.parknotruf.de/;;8180;
startup_8181;UniGlow Entertainment GmbH;2019-05-06;HRB 26988;Stendal;Wernigerode;Gaming;https://www.uniglow-entertainment.com/;;8181;
startup_8182;Youblicity GmbH;2019-05-04;HRB 33597;Augsburg;Augsburg;Werbung;https://youblicity.com/;https://www.linkedin.com/company/youblicity/;8182;
startup_8183;Ebenbuild GmbH;2019-05-03;HRB 248562;München;München;Medizin;https://www.ebenbuild.com;;8183;
startup_8184;Finoa GmbH;2019-05-03;HRB 32451 P;Potsdam;Potsdam;Blockchain / Crypto;https://finoa.io/;https://www.linkedin.com/company/finoabanking/;8184;
startup_8185;naontek AG;2019-05-03;HRB 86503;Düsseldorf;Düsseldorf;Medizin;https://naontek.de/;https://www.linkedin.com/company/naontek/;8185;
startup_8186;Native Nanny GmbH;2019-05-03;HRB 248576;München;München;Dienstleistung;https://www.nativenanny.de/;;8186;
startup_8187;OmniBio Lebensmitteltechnologie GmbH;2019-05-03;HRB 248564;München;München;Lebensmittel;http://omnibio.de/;;8187;
startup_8188;OptiTrax Health GmbH;2019-05-03;HRB 17419;Fürth;Marloffstein;Medizin;https://www.optitrax-health.com;;8188;
startup_8189;Smart Abstract GmbH;2019-05-03;HRB 34507 HB;Bremen;Bremen;Software;https://www.smart-abstract.com/;https://www.linkedin.com/company/smart-abstract/;8189;
startup_8190;Snordtmade GmbH;2019-05-03;HRB 33591;Augsburg;Augsburg;eCommerce;https://sanoge.com/;https://www.linkedin.com/company/snordtmade/;8190;
startup_8191;Topikon UG (haftungsbeschränkt);2019-05-03;HRB 98014;Köln;Leverkusen;eCommerce;https://www.topikon.de/;;8191;
startup_8192;BIMLOSOPHY GmbH;2019-05-02;HRB 769237;Stuttgart;Stuttgart;Bauwesen;https://bimlosophy.com/;https://www.linkedin.com/company/bimlosophy/;8192;
startup_8193;GoComply GmbH;2019-05-02;HRB 20625 KI;Kiel;Kiel;Rechtsberatung;https://gocomply.eu;;8193;
startup_8194;L-Complex GmbH;2019-05-02;HRB 206304 B;Charlottenburg (Berlin);Berlin;Lebensmittel;https://l-complex.com/;;8194;
startup_8195;OKEN UG (haftungsbeschränkt);2019-05-02;HRB 207277;Tostedt;Sittensen;Lebensmittel;https://www.der-oken.de/;;8195;
startup_8196;PE-Systems GmbH;2019-05-02;HRB 99018;Darmstadt;Darmstadt;Industrie;https://www.pe-systems.de/;https://www.linkedin.com/company/pe-systems/;8196;
startup_8197;Raaago UG (haftungsbeschränkt);2019-05-02;HRB 206329 B;Charlottenburg (Berlin);Berlin;Tourismus;https://raaago.com/;;8197;
startup_8198;Stage Precision GmbH;2019-05-02;HRB 97010;Hanau;Maintal;Software;http://stageprecision.com/;https://www.linkedin.com/company/stage-precision-gmbh/;8198;
startup_8199;AquaTelligent UG (haftungsbeschränkt);2019-05-01;HRB 248538;München;München;Umwelttechnologie;http://www.aquatelligent.com/;;8199;
startup_8200;insureQ GmbH;2019-05-01;HRB 248526;München;München;Versicherung;https://home.insureq.de/;https://www.linkedin.com/company/insureq/;8200;
startup_8201;momo Mobilmodul GmbH;2019-05-01;HRB 233836 B;Charlottenburg (Berlin);Berlin;Immobilien;https://www.mobilmodul.de/;;8201;
startup_8202;AIRAmed GmbH;2019-04-30;HRB 769226;Stuttgart;Tübingen;Medizin;http://airamed.de/;;8202;
startup_8203;BIOWEG UG (haftungsbeschränkt);2019-04-30;HRB 215534;Osnabrück;Quakenbrück;Industrie;https://www.cellulosictechnologies.com/;;8203;
startup_8204;clinytics GmbH;2019-04-30;HRB 156868;Hamburg;Hamburg;Medizin;https://clinytics.hlthclub.in/home;;8204;
startup_8205;Collasys GmbH & Co. KG;2019-04-30;HRA 10958;Dresden;Bautzen;Industrie;http://collasys.de/;;8205;
startup_8206;GEONEUTRON GmbH;2019-04-30;HRB 26973;Stendal;Oranienburg;Dienstleistung;http://geoneutron.eu/;;8206;
startup_8207;KYSONE UG (haftungsbeschränkt);2019-04-30;HRB 769227;Stuttgart;Neustetten;Industrie;http://kysone.com/;https://www.linkedin.com/company/kys1/;8207;
startup_8208;La La Love GmbH;2019-04-30;HRB 248480;München;Tutzing;Software;https://lalalove.app;;8208;
startup_8209;LedgerEngineers GmbH;2019-04-30;HRB 30873;Dortmund;Dortmund;Blockchain / Crypto;https://ledger-engineers.com/;;8209;
startup_8210;Munich Football Technologies GmbH;2019-04-30;HRB 248471;München;München;Sport;https://football3.io;;8210;
startup_8211;Pixelbeschleuniger F&C UG (haftungsbeschränkt);2019-04-30;HRB 97995;Köln;Köln;Gaming;http://www.pixelbeschleuniger.games/;;8211;
startup_8212;Refined Laser Systems GmbH;2019-04-30;HRB 17936;Münster;Münster;Medizin;https://refined-lasers.com/;;8212;
startup_8213;Chiptoverse UG (haftungsbeschränkt);2019-04-29;HRB 15276 FL;Flensburg;Flensburg;Software;http://chiptoverse.com/;;8213;
startup_8214;Cuore Technology Hamburg GmbH;2019-04-29;HRB 156849;Hamburg;Hamburg;Medizin;;;8214;
startup_8215;greensens GmbH;2019-04-29;HRB 31032;Wiesbaden;Wiesbaden;Hardware;https://greensens.de/;https://www.linkedin.com/company/greensens/;8215;
startup_8216;Lumenora GmbH;2019-04-29;HRB 206253 B;Charlottenburg (Berlin);Berlin;Hardware;http://lumenora.com/;;8216;
startup_8217;Mindable Health GmbH;2019-04-29;HRB 216028 B;Charlottenburg (Berlin);Berlin;Medizin;https://www.mindable.health/;https://www.linkedin.com/company/mindable-health/;8217;
startup_8218;MisterGreen Lease GmbH;2019-04-29;HRB 86460;Düsseldorf;Düsseldorf;Mobilität;https://www.mistergreenlease.de/;;8218;
startup_8219;retraced GmbH;2019-04-29;HRB 86464;Düsseldorf;Düsseldorf;Blockchain / Crypto;https://retraced.co/;https://www.linkedin.com/company/retraced/;8219;
startup_8220;Screensense GmbH;2019-04-29;HRB 86459;Düsseldorf;Düsseldorf;Werbung;http://vave.ai/;;8220;
startup_8221;Tachytron GmbH;2019-04-29;HRB 738310;Ulm;Ulm;Hardware;http://tachytron.de/;;8221;
startup_8222;True Green Organics GmbH;2019-04-29;HRB 156848;Hamburg;Berlin;Medizin;https://cannrelief.de;;8222;
startup_8223;Detailify GmbH;2019-04-27;HRB 248451;München;München;eCommerce;https://www.detailify.de/;https://www.linkedin.com/company/detailify-gmbh/;8223;
startup_8224;presize GmbH;2019-04-27;HRB 248458;München;München;eCommerce;https://www.presize.ai/;https://www.linkedin.com/company/presizeai/;8224;
startup_8225;SPECTER Law Solutions GmbH;2019-04-27;HRB 14600;Würzburg;Würzburg;Rechtsberatung;http://specter-law-solutions.com/;;8225;
startup_8226;3D-Input GmbH;2019-04-26;HRB 248423;München;Gilching;Industrie;https://www.3d-input.com;;8226;
startup_8227;adiutaByte GmbH;2019-04-26;HRB 15360;Siegburg;Sankt Augustin;Logistik;https://www.adiutabyte.de/;;8227;
startup_8228;eze.network GmbH;2019-04-26;HRB 271265;München;München;Mobilität;https://eze.network;https://www.linkedin.com/company/eze-network/;8228;
startup_8229;Knowledge Hero GmbH;2019-04-26;HRB 769185;Stuttgart;Stuttgart;Personal;https://www.knowledge-hero.com;;8229;
startup_8230;sportable AG;2019-04-26;HRB 769181;Stuttgart;Wernau Neckar;Sport;https://sportable.eu/;https://www.linkedin.com/company/sportable-ag/;8230;
startup_8231;app and move GmbH;2019-04-25;HRB 7269;Marburg;Kirchhain;Sport;https://www.city-sportbox.com/;https://www.linkedin.com/company/citysportbox/about/;8231;
startup_8232;GP JOULE Connect GmbH;2019-04-25;HRB 13635 FL;Flensburg;Reußenköge;Energie;https://www.gp-joule.de/;https://www.linkedin.com/company/gp-joule-gmbh/;8232;
startup_8233;Heritas GmbH;2019-04-25;HRB 206094 B;Charlottenburg (Berlin);Berlin;Dienstleistung;https://www.erblotse.de/;https://www.linkedin.com/company/erblotse/;8233;
startup_8234;HomE of Mobility GmbH;2019-04-25;HRB 97948;Köln;Overath;Mobilität;https://home-of-mobility.net/;https://www.linkedin.com/company/home-of-mobility-gmbh/;8234;
startup_8235;matched.io GmbH;2019-04-25;HRB 156781;Hamburg;Hamburg;Personal;https://www.matched.io/;https://www.linkedin.com/company/matched-io/;8235;
startup_8236;Oh Banana UG (haftungsbeschränkt);2019-04-25;HRB 97952;Köln;Wiehl;Lebensmittel;http://oh-banana.de/;;8236;
startup_8237;Robo Poets UG (haftungsbeschränkt);2019-04-25;HRB 204962;Aurich;Großheide;Gaming;http://robopoets.com/;;8237;
startup_8238;SenseLabs GmbH;2019-04-25;HRB 156798;Hamburg;Hamburg;Software;http://senselabs.com/;;8238;
startup_8239;SIMUTENCE GmbH;2019-04-25;HRB 733256;Mannheim;Karlsruhe;Industrie;https://www.simutence.de;https://www.linkedin.com/company/simutence/;8239;
startup_8240;Sintom UG (haftungsbeschränkt);2019-04-25;HRB 32730 P;Potsdam;Potsdam;Hardware;;;8240;
startup_8241;Unchaos UG (haftungsbeschränkt);2019-04-25;HRB 248415;München;München;Software;http://unchaos.de/;;8241;
startup_8242;Velamo GmbH;2019-04-25;HRB 722577;Freiburg;Offenburg;eCommerce;https://www.velamo.de/;https://www.linkedin.com/company/velamo-gmbh/about/;8242;
startup_8243;Abad Germany GmbH;2019-04-24;HRB 206125 B;Charlottenburg (Berlin);Berlin;Medien;;;8243;
startup_8244;Abbrivia GmbH;2019-04-24;HRB 225035 B;Charlottenburg (Berlin);Berlin;Finanzbereich;http://www.abbrivia.com/;;8244;
startup_8245;BitBeaver UG (haftungsbeschränkt);2019-04-24;HRB 156780;Hamburg;Hamburg;Software;http://bitbeaver.de/;;8245;
startup_8246;Cannaseal UG (haftungsbeschränkt);2019-04-24;HRB 97932;Köln;Köln;Dienstleistung;http://cannaseal.de/;;8246;
startup_8247;DEMECAN Holding GmbH;2019-04-24;HRB 206123 B;Charlottenburg (Berlin);Berlin;Medizin;http://demecan.de/;https://www.linkedin.com/company/demecan-gmbh/;8247;
startup_8248;LegionellEX UG (haftungsbeschränkt);2019-04-24;HRB 248373;München;Unterschleißheim;Medizin;https://www.legionellex.com/;;8248;
startup_8249;Pfoten24 GmbH;2019-04-24;HRB 248395;München;München;eCommerce;https://www.pfoten24.de/;https://www.linkedin.com/company/pfoten24-gmbh/;8249;
startup_8250;ProBotic GmbH;2019-04-24;HRB 14595;Würzburg;Würzburg;Software;https://www.pro-botic.de;;8250;
startup_8251;easypraise GmbH;2019-04-23;HRB 13922;Paderborn;Paderborn;Personal;http://easypraise.de/;;8251;
startup_8252;ENBIO Drinks GmbH;2019-04-23;HRB 34473 HB;Bremen;Bremerhaven;Lebensmittel;http://enbio-drinks.com/;;8252;
startup_8253;Les Lunes GmbH;2019-04-23;HRB 206056 B;Charlottenburg (Berlin);Berlin;eCommerce;https://leslunes.de/;;8253;
startup_8254;Quer Payment UG (haftungsbeschränkt);2019-04-23;HRB 207267;Tostedt;Buchholz;Finanzbereich;http://quer-payment.com/;;8254;
startup_8255;Silver Ecosystems UG (haftungsbeschränkt);2019-04-23;HRB 256965;München;Herrsching a.Ammersee;Finanzbereich;https://www.silver-ecosystems.com/;;8255;
startup_8256;XIMOTION UG (haftungsbeschränkt);2019-04-23;HRB 206058 B;Charlottenburg (Berlin);Berlin;Software;http://ximotion.de/;;8256;
startup_8257;TransBuy UG (haftungsbeschränkt);2019-04-22;HRB 115197;Frankfurt am Main;Frankfurt am Main;Software;http://www.transbuy.de/;;8257;
startup_8258;Easy2Parts GmbH;2019-04-19;HRB 4961;Deggendorf;Deggendorf;Industrie;https://www.easy2parts.com/;https://www.linkedin.com/company/easy2parts/;8258;
startup_8259;HUBweb GmbH;2019-04-19;HRB 248352;München;Unterhaching;Software;https://www.hub-web.com/;;8259;
startup_8260;LUNU Solutions GmbH;2019-04-19;HRB 206099 B;Charlottenburg (Berlin);Berlin;Finanzbereich;https://lunu.io/;https://www.linkedin.com/company/lunu/;8260;
startup_8261;ARAXA Biosciences GmbH;2019-04-18;HRB 734967;Mannheim;Heidelberg;Medizin;http://araxa-biosciences.com/;;8261;
startup_8262;clyxop devices GmbH;2019-04-18;HRB 515674;Jena;Erfurt;Medizin;;;8262;
startup_8263;DNL Deep Neuron Lab GmbH;2019-04-18;HRB 206004 B;Charlottenburg (Berlin);Berlin;Software;https://www.deepneuronlab.de/;https://www.linkedin.com/company/deep-neuron-lab/;8263;
startup_8264;ginimed UG (haftungsbeschränkt);2019-04-18;HRB 206015 B;Charlottenburg (Berlin);Berlin;Medizin;http://ginimed.com/;;8264;
startup_8265;iQ Digital Systems GmbH;2019-04-18;HRB 19773 HL;Lübeck;Ahrensburg;Software;http://www.iqdigital.ai/;;8265;
startup_8266;nevaal AG;2019-04-18;HRB 115186;Frankfurt am Main;Frankfurt am Main;Finanzbereich;https://networkval.com/;https://www.linkedin.com/company/nevaal/;8266;
startup_8267;Patient 21 GmbH;2019-04-18;HRB 206005 B;Charlottenburg (Berlin);Berlin;Medizin;https://www.patient-plus.com/;https://www.linkedin.com/company/patient-plus-gmbh/;8267;
startup_8268;ScriptRunner Software GmbH;2019-04-18;HRB 733212;Mannheim;Ettlingen;Software;https://www.scriptrunner.com/de/;https://www.linkedin.com/company/scriptrunner/;8268;
startup_8269;SitEinander UG (haftungsbeschränkt);2019-04-18;HRB 206036 B;Charlottenburg (Berlin);Berlin;Bildung;https://mello-app.com/;https://www.linkedin.com/company/siteinanderapp/;8269;
startup_8270;ThissenAnalytics GmbH;2019-04-18;HRB 733208;Mannheim;Stutensee;Umwelttechnologie;https://www.thissen-analytics.de;;8270;
startup_8271;ACARiS GmbH;2019-04-17;HRB 156700;Hamburg;Hamburg;Software;https://acaris.net/;https://www.linkedin.com/company/acaris-gmbh/;8271;
startup_8272;Coffrigo GmbH;2019-04-17;HRB 248300;München;München;Lebensmittel;http://www.coffrigo.de/;;8272;
startup_8273;Der Blitzeranwalt.com UG (haftungsbeschränkt);2019-04-17;HRB 17890;Bochum;Bochum;Rechtsberatung;http://blitzeranwalt.com/;;8273;
startup_8274;Docboom GmbH;2019-04-17;HRB 156701;Hamburg;Hamburg;Medizin;https://docboom.com/;;8274;
startup_8275;Fine Art Europe GmbH;2019-04-17;HRB 248301;München;Kirchseeon;eCommerce;https://artoui.com/;https://www.linkedin.com/company/artoui/;8275;
startup_8276;flexini UG (haftungsbeschränkt);2019-04-17;HRB 97887;Köln;Köln;Dienstleistung;https://flexini.com/;;8276;
startup_8277;Guestigo GmbH;2019-04-17;HRB 32393 P;Potsdam;Potsdam;Hardware;https://guestigo.com/;;8277;
startup_8278;Mapstar AG;2019-04-17;HRB 733200;Mannheim;Karlsruhe;Software;https://www.mapstar.io/;https://www.linkedin.com/company/mapstar/;8278;
startup_8279;Propertyhead GmbH;2019-04-17;HRB 115172;Frankfurt am Main;Düsseldorf;Immobilien;https://propertyhead.de;https://www.linkedin.com/company/propertyhead-gmbh/;8279;
startup_8280;IOLITE IQ GmbH;2019-04-16;HRB 205953 B;Charlottenburg (Berlin);Berlin;Immobilien;http://iolite.de;;8280;
startup_8281;Sensorium Cosmetics GmbH;2019-04-16;HRB 156671;Hamburg;Hamburg;eCommerce;https://www.sensorium-cosmetics.com/;;8281;
startup_8282;upmesh UG (haftungsbeschränkt);2019-04-16;HRB 12354;Steinfurt;Ibbenbüren;Bauwesen;https://www.upmesh.de/;;8282;
startup_8283;Visit4me UG (haftungsbeschränkt);2019-04-16;HRB 205930 B;Charlottenburg (Berlin);Berlin;Software;https://visit4.me/;;8283;
startup_8284;widerrufsrecht.de Legal Tech GmbH;2019-04-16;HRB 769072;Stuttgart;Esslingen am Neckar;Rechtsberatung;https://www.widerrufsrecht.de/;;8284;
startup_8285;World Around Me GmbH;2019-04-16;HRB 205945 B;Charlottenburg (Berlin);Berlin;Tourismus;https://worldaroundmeapp.com/;;8285;
startup_8286;APEA GmbH;2019-04-15;HRB 769042;Stuttgart;Sindelfingen;Industrie;http://apea.io/;;8286;
startup_8287;close2real GmbH;2019-04-15;HRB 26926;Stendal;Halle (Saale);Medizin;https://close2real.de/;;8287;
startup_8288;istari.ai UG (haftungsbeschränkt);2019-04-15;HRB 733173;Mannheim;Mannheim;Software;https://istari.ai/;https://www.linkedin.com/company/istari-ai/;8288;
startup_8289;Sanfte Seele GmbH;2019-04-15;HRB 3333;Eschwege;Witzenhausen;eCommerce;https://sanfte-seele.com/;;8289;
startup_8290;Secalflor GmbH;2019-04-15;HRB 13540 NP;Neuruppin;Oranienburg;Umwelttechnologie;https://www.secalflor.de/;https://www.linkedin.com/company/secalflor-sur/;8290;
startup_8291;Sentialnet Personal Networks GmbH;2019-04-15;HRB 11390;Gütersloh;Versmold;Software;http://sentialnet.com/;;8291;
startup_8292;tibe.io GmbH;2019-04-13;HRB 11639;Landshut;Arnstorf;Dienstleistung;http://tibe.io/;;8292;
startup_8293;AIVERAS UG (haftungsbeschränkt);2019-04-12;HRB 24397;Bonn;Bonn;eCommerce;http://www.aiveras.de/;;8293;
startup_8294;Aviolano Investment und Beteiligungs-GmbH;2019-04-12;HRB 248903;München;München;Immobilien;https://www.aviolano.com/;;8294;
startup_8295;CardPlus System GmbH;2019-04-12;HRB 29795;Wuppertal;Solingen;Hardware;https://cardplus.de/en/;;8295;
startup_8296;Fahrengold GmbH;2019-04-12;HRB 205821 B;Charlottenburg (Berlin);Berlin;Hardware;https://fahrengold.com/;;8296;
startup_8297;Finteo GmbH;2019-04-12;HRB 205814 B;Charlottenburg (Berlin);Berlin;Finanzbereich;https://finteo.de;;8297;
startup_8298;Freezingdata GmbH;2019-04-12;HRB 17240;Krefeld;Grefrath;Medien;https://www.freezingdata.de/;;8298;
startup_8299;LogiLetric GmbH;2019-04-12;HRB 86349;Düsseldorf;Düsseldorf;Energie;https://logilectric.com/;;8299;
startup_8300;PrimePort GmbH;2019-04-12;HRB 13913;Paderborn;Warburg;Logistik;https://www.deliveryport.de/;;8300;
startup_8301;Amnis Artificial Intelligence GmbH;2019-04-11;HRB 738249;Ulm;Schwäbisch Gmünd;Industrie;https://www.amnis.ai/;;8301;
startup_8302;HighLine Technology GmbH;2019-04-11;HRB 719770;Freiburg;Freiburg im Breisgau;Industrie;https://highline-technology.com/;https://www.linkedin.com/company/highline-technology-gmbh/;8302;
startup_8303;Just Juno UG (haftungsbeschränkt);2019-04-11;HRB 205768 B;Charlottenburg (Berlin);Berlin;Gaming;https://www.justjuno.co/;;8303;
startup_8304;medworx.io GmbH;2019-04-11;HRB 205732 B;Charlottenburg (Berlin);Berlin;Medizin;http://medworx.io/;;8304;
startup_8305;Neverport GmbH;2019-04-11;HRB 218099;Hannover;Hannover;Gaming;https://hastilyassembled.com;;8305;
startup_8306;PMR Tech UG (haftungsbeschränkt);2019-04-11;HRB 17886;Bochum;Herne;Energie;https://www.pmr-tech.de;;8306;
startup_8307;trustinarts GmbH;2019-04-11;HRB 27830;Traunstein;Neubeuern;Blockchain / Crypto;;;8307;
startup_8308;100 Cherries GmbH;2019-04-10;HRB 205758 B;Charlottenburg (Berlin);Berlin;eCommerce;http://100cherries.com;https://www.linkedin.com/company/100-cherries/;8308;
startup_8309;Cannaflos - Gesellschaft für medizinisches Cannabis mbH;2019-04-10;HRB 97816;Köln;Köln;Medizin;https://cannaflos.de/;https://www.linkedin.com/company/cannaflos/;8309;
startup_8310;Cargoboard Verwaltungs GmbH;2019-04-10;HRB 13910;Paderborn;Paderborn;Logistik;https://cargoboard.de/;;8310;
startup_8311;Cropspot GmbH;2019-04-10;HRB 156581;Hamburg;Hamburg;Landwirtschaft;http://cropspot.com;https://www.linkedin.com/company/cropspot/;8311;
startup_8312;DBG GmbH;2019-04-10;HRB 32368 P;Potsdam;Potsdam;Medizin;http://liosom.com/;;8312;
startup_8313;Headmade Materials GmbH;2019-04-10;HRB 14577;Würzburg;Unterpleichfeld;Industrie;https://www.headmade-materials.de/;https://www.linkedin.com/company/headmade-materials-gmbh/;8313;
startup_8314;ilovemysmile GmbH;2019-04-10;HRB 115108;Frankfurt am Main;Frankfurt am Main;Medizin;https://ilovemysmile.de/;https://www.linkedin.com/company/ilovemysmile/about/;8314;
startup_8315;LineTweet GmbH;2019-04-10;HRB 205787 B;Charlottenburg (Berlin);Berlin;Software;http://linetweet.com/;;8315;
startup_8316;MicroStream Software GmbH;2019-04-10;HRB 17073;Regensburg;Regensburg;Software;https://microstream.one/;https://www.linkedin.com/company/microstream/;8316;
startup_8317;Moveri GmbH;2019-04-10;HRB 738241;Ulm;Aalen;Medizin;https://moveri-reha.de/;;8317;
startup_8318;Repairon Immuno GmbH;2019-04-10;HRB 248118;München;Göttingen;Medizin;http://www.repairon.de/;;8318;
startup_8319;rvolt UG (haftungsbeschränkt);2019-04-10;HRB 205755 B;Charlottenburg (Berlin);Berlin;Energie;https://rvolt.io/;;8319;
startup_8320;SEAlyzer GmbH;2019-04-10;HRB 17387;Fürth;Fürth;Werbung;http://www.sealyzer.com/;;8320;
startup_8321;SmartLegal GmbH;2019-04-10;HRB 156575;Hamburg;Hamburg;Rechtsberatung;https://widerspruch.online/;;8321;
startup_8322;Twostay UG (haftungsbeschränkt);2019-04-10;HRB 248085;München;München;Immobilien;https://www.twostay.work/;;8322;
